"dep","jour","hosp","rea","radc","dcc","dc","rad"
"49",2020-10-11,48,7,792,151,0,2
"50",2020-10-11,19,2,205,55,0,1
"51",2020-10-11,47,9,1132,288,0,0
"52",2020-10-11,21,1,285,94,0,2
"53",2020-10-11,10,0,271,49,0,0
"54",2020-10-11,46,3,1376,373,0,0
"55",2020-10-11,14,0,515,105,0,0
"56",2020-10-11,81,6,481,102,0,1
"57",2020-10-11,60,10,2733,871,1,0
"58",2020-10-11,9,3,118,29,1,0
"59",2020-10-11,446,78,3246,748,1,9
"60",2020-10-11,108,16,1343,440,1,2
"61",2020-10-11,19,3,290,49,0,1
"62",2020-10-11,164,23,1694,358,2,6
"63",2020-10-11,60,5,284,65,1,4
"64",2020-10-11,57,7,320,42,0,5
"65",2020-10-11,11,4,182,27,0,0
"66",2020-10-11,26,6,332,40,0,0
"67",2020-10-11,44,12,2924,711,0,0
"68",2020-10-11,29,3,3261,844,0,0
"69",2020-10-11,426,89,4048,766,3,8
"70",2020-10-11,6,1,315,78,0,0
"71",2020-10-11,57,6,883,219,0,2
"72",2020-10-11,54,3,527,99,0,4
"73",2020-10-11,44,5,490,85,1,0
"74",2020-10-11,39,1,1018,178,0,1
"75",2020-10-11,549,132,7532,1920,3,13
"76",2020-10-11,183,30,1049,212,4,10
"77",2020-10-11,155,39,3213,749,1,6
"78",2020-10-11,262,25,2876,576,1,5
"79",2020-10-11,10,1,79,25,1,0
"80",2020-10-11,69,16,813,244,1,0
"81",2020-10-11,51,8,172,27,1,2
"82",2020-10-11,25,8,79,10,0,0
"83",2020-10-11,64,18,1224,164,1,3
"84",2020-10-11,87,12,434,68,0,2
"85",2020-10-11,11,3,320,45,0,1
"86",2020-10-11,7,1,179,44,0,0
"87",2020-10-11,32,4,173,40,0,0
"88",2020-10-11,5,1,773,269,0,0
"89",2020-10-11,19,3,456,95,0,0
"90",2020-10-11,12,4,583,201,0,0
"91",2020-10-11,207,51,3201,662,1,2
"92",2020-10-11,384,69,5723,1176,1,2
"93",2020-10-11,484,59,4926,1097,1,9
"94",2020-10-11,423,62,5255,1295,3,9
"95",2020-10-11,189,33,3292,789,0,3
"971",2020-10-11,187,24,438,102,1,2
"972",2020-10-11,49,18,147,24,2,1
"973",2020-10-11,22,6,1745,65,0,0
"974",2020-10-11,52,11,428,24,0,4
"976",2020-10-11,10,4,463,29,0,0
"1",2020-10-12,46,7,525,115,1,2
"2",2020-10-12,52,5,1203,291,0,1
"3",2020-10-12,33,1,259,48,1,0
"4",2020-10-12,14,3,169,17,0,2
"5",2020-10-12,29,3,164,22,0,0
"6",2020-10-12,138,20,1216,230,3,10
"7",2020-10-12,18,5,473,122,1,2
"8",2020-10-12,15,3,241,65,0,0
"9",2020-10-12,13,5,46,3,0,0
"10",2020-10-12,15,3,690,138,0,2
"11",2020-10-12,12,4,265,62,0,1
"13",2020-10-12,572,142,5612,723,6,44
"14",2020-10-12,53,16,422,90,0,3
"15",2020-10-12,36,3,74,16,0,0
"16",2020-10-12,6,1,73,16,2,0
"17",2020-10-12,27,5,175,57,0,0
"18",2020-10-12,21,3,233,100,2,0
"19",2020-10-12,15,3,178,43,0,0
"21",2020-10-12,38,6,1016,263,0,1
"22",2020-10-12,15,4,263,43,0,1
"23",2020-10-12,3,2,93,16,0,0
"24",2020-10-12,17,1,118,14,0,2
"25",2020-10-12,16,6,672,154,0,3
"26",2020-10-12,52,11,588,135,0,6
"27",2020-10-12,70,6,342,99,0,7
"28",2020-10-12,33,7,653,148,0,4
"29",2020-10-12,24,3,235,48,0,2
"2A",2020-10-12,12,3,175,50,0,0
"2B",2020-10-12,21,4,135,16,0,1
"30",2020-10-12,92,26,486,114,0,1
"31",2020-10-12,151,37,1107,118,1,11
"32",2020-10-12,14,2,102,29,0,0
"33",2020-10-12,191,27,1366,210,1,5
"34",2020-10-12,173,51,1018,156,1,8
"35",2020-10-12,82,11,629,105,0,2
"36",2020-10-12,12,4,206,82,0,0
"37",2020-10-12,44,11,460,103,0,2
"38",2020-10-12,185,32,1032,191,2,18
"39",2020-10-12,15,1,342,61,0,1
"40",2020-10-12,31,4,100,17,1,4
"41",2020-10-12,17,1,370,70,0,4
"42",2020-10-12,250,42,1252,292,3,7
"43",2020-10-12,17,1,140,20,0,0
"44",2020-10-12,87,12,896,189,2,1
"45",2020-10-12,60,15,752,114,0,3
"46",2020-10-12,5,1,74,22,0,0
"47",2020-10-12,25,6,126,16,2,2
"48",2020-10-12,12,0,35,5,1,0
"49",2020-10-12,53,8,793,152,1,1
"50",2020-10-12,21,1,208,55,0,3
"51",2020-10-12,45,10,1135,288,0,3
"52",2020-10-12,21,1,286,94,0,1
"53",2020-10-12,11,0,274,49,0,3
"54",2020-10-12,51,4,1380,374,1,4
"55",2020-10-12,18,1,517,106,1,2
"56",2020-10-12,86,6,481,102,0,0
"57",2020-10-12,64,10,2734,871,0,1
"58",2020-10-12,9,3,118,29,0,0
"59",2020-10-12,500,85,3266,752,4,20
"60",2020-10-12,115,16,1350,440,0,7
"61",2020-10-12,22,3,291,49,0,1
"62",2020-10-12,169,24,1697,361,3,3
"63",2020-10-12,76,7,287,66,1,3
"64",2020-10-12,56,8,325,42,0,5
"65",2020-10-12,12,3,182,27,0,0
"66",2020-10-12,31,5,332,40,0,0
"67",2020-10-12,47,14,2927,711,0,3
"68",2020-10-12,29,3,3262,844,0,1
"69",2020-10-12,458,88,4063,773,7,15
"70",2020-10-12,9,1,315,78,0,0
"71",2020-10-12,59,5,885,222,3,2
"72",2020-10-12,56,3,530,99,0,3
"73",2020-10-12,47,4,492,88,3,2
"74",2020-10-12,45,2,1020,178,0,2
"75",2020-10-12,547,127,7553,1930,10,21
"76",2020-10-12,199,35,1051,214,2,2
"77",2020-10-12,161,41,3223,753,4,10
"78",2020-10-12,266,31,2888,576,0,12
"79",2020-10-12,10,1,79,25,0,0
"80",2020-10-12,69,17,816,245,1,3
"81",2020-10-12,54,8,176,28,1,4
"82",2020-10-12,28,8,81,10,0,2
"83",2020-10-12,63,15,1230,166,2,6
"84",2020-10-12,102,12,435,68,0,1
"85",2020-10-12,13,4,320,45,0,0
"86",2020-10-12,6,1,180,44,0,1
"87",2020-10-12,45,4,174,41,1,1
"88",2020-10-12,8,1,773,269,0,0
"89",2020-10-12,25,4,458,95,0,2
"91",2020-10-12,204,49,3212,664,2,11
"92",2020-10-12,396,70,5755,1181,5,32
"93",2020-10-12,483,63,4959,1099,2,33
"94",2020-10-12,442,61,5267,1302,7,12
"95",2020-10-12,198,36,3300,791,2,8
"971",2020-10-12,186,22,438,104,2,0
"972",2020-10-12,52,19,147,24,0,0
"973",2020-10-12,22,6,1746,65,0,1
"974",2020-10-12,54,11,428,24,0,0
"976",2020-10-12,11,3,463,29,0,0
"1",2020-10-13,45,8,530,115,0,5
"2",2020-10-13,52,4,1208,295,4,5
"3",2020-10-13,42,3,263,48,0,4
"4",2020-10-13,15,3,169,17,0,0
"5",2020-10-13,29,3,166,22,0,2
"6",2020-10-13,136,21,1232,231,1,16
"8",2020-10-13,13,3,243,65,0,2
"9",2020-10-13,14,5,47,3,0,1
"10",2020-10-13,19,3,691,139,1,1
"11",2020-10-13,12,4,266,63,1,1
"12",2020-10-13,28,2,183,28,0,0
"13",2020-10-13,576,146,5663,731,8,51
"14",2020-10-13,61,17,426,91,1,4
"15",2020-10-13,37,3,75,16,0,1
"16",2020-10-13,6,2,74,16,0,1
"17",2020-10-13,18,4,183,58,1,8
"18",2020-10-13,21,3,235,100,0,2
"19",2020-10-13,19,3,179,43,0,1
"21",2020-10-13,48,11,1019,264,1,3
"22",2020-10-13,17,2,263,43,0,0
"23",2020-10-13,4,2,93,16,0,0
"24",2020-10-13,18,1,118,14,0,0
"25",2020-10-13,15,6,673,154,0,1
"26",2020-10-13,52,11,592,135,0,4
"27",2020-10-13,75,8,344,99,0,2
"28",2020-10-13,41,9,654,148,0,1
"29",2020-10-13,25,2,237,48,0,2
"2A",2020-10-13,11,2,176,50,0,1
"2B",2020-10-13,21,4,135,16,0,0
"30",2020-10-13,91,27,495,116,2,9
"31",2020-10-13,148,44,1139,119,1,32
"32",2020-10-13,16,2,103,31,2,1
"33",2020-10-13,195,28,1390,213,3,24
"34",2020-10-13,183,50,1027,159,3,9
"35",2020-10-13,84,13,632,105,0,3
"36",2020-10-13,11,3,209,82,0,3
"37",2020-10-13,39,13,468,103,0,8
"39",2020-10-13,21,1,342,61,0,0
"40",2020-10-13,37,4,101,17,0,1
"41",2020-10-13,17,1,372,70,0,2
"42",2020-10-13,252,40,1269,293,1,17
"43",2020-10-13,16,3,144,20,0,4
"44",2020-10-13,88,13,906,190,1,10
"45",2020-10-13,59,14,753,114,0,1
"46",2020-10-13,4,1,75,22,0,1
"47",2020-10-13,24,5,130,16,0,4
"48",2020-10-13,10,0,36,6,1,1
"49",2020-10-13,53,9,796,154,2,3
"50",2020-10-13,22,2,208,55,0,0
"51",2020-10-13,47,10,1135,288,0,0
"52",2020-10-13,21,1,286,94,0,0
"53",2020-10-13,13,1,276,49,0,2
"54",2020-10-13,47,7,1389,374,0,9
"55",2020-10-13,20,1,518,106,0,1
"56",2020-10-13,67,5,502,102,0,21
"57",2020-10-13,65,11,2737,871,0,3
"58",2020-10-13,11,3,119,29,0,1
"59",2020-10-13,529,87,3315,760,8,49
"60",2020-10-13,118,16,1353,441,1,3
"61",2020-10-13,21,3,292,49,0,1
"62",2020-10-13,186,28,1715,362,1,18
"63",2020-10-13,77,8,292,68,2,5
"64",2020-10-13,58,8,326,42,0,1
"65",2020-10-13,12,3,182,27,0,0
"66",2020-10-13,27,6,337,40,0,5
"67",2020-10-13,51,11,2932,713,2,5
"68",2020-10-13,32,5,3264,844,0,2
"69",2020-10-13,494,97,4092,776,3,29
"70",2020-10-13,10,1,316,78,0,1
"71",2020-10-13,75,8,889,223,1,4
"72",2020-10-13,56,3,535,99,0,5
"73",2020-10-13,44,4,496,88,0,4
"74",2020-10-13,44,4,1029,178,0,9
"75",2020-10-13,583,133,7597,1938,8,44
"76",2020-10-13,203,36,1053,214,0,2
"77",2020-10-13,172,47,3240,754,1,17
"78",2020-10-13,272,32,2899,584,8,11
"79",2020-10-13,6,1,84,25,0,5
"80",2020-10-13,68,16,823,245,0,7
"81",2020-10-13,60,6,177,28,0,1
"82",2020-10-13,26,9,86,11,1,5
"83",2020-10-13,64,15,1238,166,0,8
"84",2020-10-13,119,13,438,70,2,3
"85",2020-10-13,16,5,320,46,1,0
"86",2020-10-13,6,1,181,44,0,1
"87",2020-10-13,43,4,175,41,0,1
"88",2020-10-13,7,2,775,269,0,2
"89",2020-10-13,22,5,462,95,0,4
"90",2020-10-13,16,6,583,201,0,1
"91",2020-10-13,216,54,3223,665,1,11
"92",2020-10-13,405,73,5784,1182,1,29
"93",2020-10-13,468,75,5034,1102,3,75
"94",2020-10-13,429,61,5316,1305,3,49
"95",2020-10-13,205,36,3332,793,2,32
"971",2020-10-13,187,23,456,107,3,18
"972",2020-10-13,52,19,147,24,0,0
"973",2020-10-13,19,5,1753,65,0,7
"974",2020-10-13,50,11,435,24,0,7
"976",2020-10-13,10,3,464,29,0,1
"1",2020-10-14,44,8,531,116,1,1
"2",2020-10-14,60,6,1209,295,0,1
"4",2020-10-14,14,3,169,17,0,0
"5",2020-10-14,31,3,167,23,1,1
"6",2020-10-14,146,21,1238,231,0,6
"7",2020-10-14,28,6,476,121,0,2
"8",2020-10-14,13,4,246,65,0,3
"9",2020-10-14,15,6,47,3,0,0
"10",2020-10-14,18,3,693,139,0,2
"11",2020-10-14,12,5,267,64,1,1
"12",2020-10-14,32,3,183,29,1,0
"13",2020-10-14,579,143,5719,737,6,56
"14",2020-10-14,63,18,431,92,1,5
"15",2020-10-14,41,4,77,16,0,2
"16",2020-10-14,4,2,74,18,2,0
"17",2020-10-14,28,4,185,59,1,2
"18",2020-10-14,21,3,236,101,1,1
"19",2020-10-14,20,3,180,43,0,1
"21",2020-10-14,49,12,1022,267,3,3
"22",2020-10-14,17,2,265,43,0,2
"23",2020-10-14,4,2,94,16,0,1
"24",2020-10-14,19,1,119,14,0,1
"25",2020-10-14,18,5,673,154,0,0
"26",2020-10-14,60,11,594,135,0,2
"27",2020-10-14,81,6,345,101,2,1
"28",2020-10-14,41,9,659,149,1,5
"29",2020-10-14,27,2,238,48,0,1
"2A",2020-10-14,9,2,176,52,2,0
"2B",2020-10-14,22,4,135,16,0,0
"30",2020-10-14,94,25,503,118,2,8
"31",2020-10-14,153,50,1154,120,1,15
"32",2020-10-14,21,2,103,31,0,0
"33",2020-10-14,188,30,1407,217,4,17
"34",2020-10-14,180,47,1047,164,5,20
"35",2020-10-14,85,14,636,107,2,4
"36",2020-10-14,16,5,210,82,0,1
"37",2020-10-14,39,12,471,103,0,3
"38",2020-10-14,224,39,1052,193,3,11
"39",2020-10-14,20,1,346,61,0,4
"40",2020-10-14,40,4,102,18,1,1
"41",2020-10-14,16,1,373,71,1,1
"42",2020-10-14,275,46,1280,298,5,11
"43",2020-10-14,18,3,146,20,0,2
"44",2020-10-14,88,13,914,193,3,8
"45",2020-10-14,62,14,758,114,0,5
"46",2020-10-14,4,1,75,22,0,0
"47",2020-10-14,24,4,131,17,1,1
"48",2020-10-14,11,0,36,6,0,0
"49",2020-10-14,55,12,804,155,1,8
"50",2020-10-14,21,2,211,57,2,3
"51",2020-10-14,50,13,1138,288,0,3
"53",2020-10-14,14,1,276,49,0,0
"54",2020-10-14,57,8,1389,374,0,0
"55",2020-10-14,20,1,518,106,0,0
"56",2020-10-14,71,5,503,102,0,1
"57",2020-10-14,62,12,2739,876,5,2
"58",2020-10-14,13,3,121,29,0,2
"59",2020-10-14,554,93,3356,766,6,41
"60",2020-10-14,122,15,1354,442,1,1
"61",2020-10-14,24,3,292,49,0,0
"62",2020-10-14,190,26,1732,365,3,17
"63",2020-10-14,85,10,296,68,0,4
"64",2020-10-14,59,8,328,42,0,2
"65",2020-10-14,15,3,182,27,0,0
"66",2020-10-14,31,7,341,41,1,4
"67",2020-10-14,56,11,2935,713,0,3
"68",2020-10-14,31,4,3267,844,0,3
"69",2020-10-14,518,97,4131,781,5,39
"70",2020-10-14,15,1,317,78,0,1
"71",2020-10-14,85,9,905,224,1,16
"72",2020-10-14,53,2,542,99,0,7
"73",2020-10-14,42,4,499,88,0,3
"74",2020-10-14,46,5,1038,178,0,9
"75",2020-10-14,592,134,7647,1944,6,50
"76",2020-10-14,217,34,1070,215,1,17
"77",2020-10-14,161,47,3270,755,1,30
"78",2020-10-14,269,35,2929,584,0,30
"79",2020-10-14,6,1,84,25,0,0
"80",2020-10-14,67,14,824,247,2,1
"81",2020-10-14,64,7,181,28,0,4
"82",2020-10-14,28,8,86,11,0,0
"83",2020-10-14,67,15,1243,166,0,5
"84",2020-10-14,119,11,446,70,0,8
"85",2020-10-14,20,4,322,46,0,2
"86",2020-10-14,8,1,182,44,0,1
"87",2020-10-14,43,2,177,42,1,2
"88",2020-10-14,7,2,775,269,0,0
"89",2020-10-14,24,4,467,95,0,5
"90",2020-10-14,17,5,584,202,1,1
"91",2020-10-14,227,54,3254,666,1,31
"92",2020-10-14,418,76,5808,1184,2,24
"93",2020-10-14,474,75,5064,1102,0,30
"94",2020-10-14,392,68,5387,1311,6,71
"95",2020-10-14,196,35,3363,796,3,31
"971",2020-10-14,186,21,457,111,4,1
"972",2020-10-14,56,20,150,24,0,3
"973",2020-10-14,19,5,1758,65,0,5
"974",2020-10-14,51,11,435,24,0,0
"976",2020-10-14,9,3,466,29,0,2
"1",2020-10-15,45,8,538,117,1,7
"2",2020-10-15,65,7,1212,296,1,3
"3",2020-10-15,61,5,263,48,0,1
"4",2020-10-15,17,4,169,17,0,0
"5",2020-10-15,35,3,168,23,0,1
"6",2020-10-15,156,26,1245,231,0,7
"7",2020-10-15,33,5,477,121,0,1
"8",2020-10-15,14,5,248,65,0,2
"9",2020-10-15,15,6,47,3,0,0
"10",2020-10-15,27,3,693,139,0,0
"11",2020-10-15,15,5,267,64,0,0
"12",2020-10-15,30,3,186,30,1,3
"13",2020-10-15,603,145,5761,740,3,42
"14",2020-10-15,66,18,438,92,0,7
"15",2020-10-15,41,4,78,17,1,1
"16",2020-10-15,4,2,74,18,0,0
"17",2020-10-15,29,4,186,59,0,1
"19",2020-10-15,19,3,181,43,0,1
"21",2020-10-15,52,12,1027,267,0,5
"22",2020-10-15,19,2,265,43,0,0
"23",2020-10-15,5,2,94,16,0,0
"24",2020-10-15,20,1,119,14,0,0
"25",2020-10-15,24,6,673,154,0,0
"26",2020-10-15,62,12,598,138,3,4
"27",2020-10-15,82,6,348,101,0,3
"28",2020-10-15,48,9,662,150,1,3
"29",2020-10-15,26,3,240,48,0,2
"2A",2020-10-15,10,1,176,52,0,0
"2B",2020-10-15,23,5,137,16,0,2
"30",2020-10-15,95,23,510,119,1,7
"31",2020-10-15,154,44,1175,122,2,21
"32",2020-10-15,20,2,105,31,0,2
"33",2020-10-15,186,28,1416,222,5,9
"34",2020-10-15,171,42,1064,166,2,17
"35",2020-10-15,86,15,641,108,1,5
"36",2020-10-15,15,5,211,82,0,1
"37",2020-10-15,41,13,477,103,0,6
"38",2020-10-15,242,36,1061,194,1,9
"39",2020-10-15,23,1,346,61,0,0
"40",2020-10-15,40,4,103,19,1,1
"41",2020-10-15,17,0,373,71,0,0
"42",2020-10-15,307,49,1286,300,2,6
"43",2020-10-15,18,2,148,22,2,2
"44",2020-10-15,95,13,916,194,1,2
"45",2020-10-15,62,18,763,114,0,5
"46",2020-10-15,5,2,75,22,0,0
"47",2020-10-15,24,5,132,17,0,1
"48",2020-10-15,13,0,36,6,0,0
"49",2020-10-15,65,13,811,155,0,7
"50",2020-10-15,25,3,211,57,0,0
"51",2020-10-15,63,16,1149,288,0,11
"52",2020-10-15,23,2,285,95,1,0
"53",2020-10-15,15,2,276,49,0,0
"54",2020-10-15,61,9,1394,374,0,5
"55",2020-10-15,21,1,521,106,0,3
"56",2020-10-15,70,5,506,102,0,3
"57",2020-10-15,61,12,2746,877,1,7
"58",2020-10-15,15,4,122,29,0,1
"59",2020-10-15,587,104,3409,772,6,53
"60",2020-10-15,128,18,1361,442,0,7
"61",2020-10-15,24,4,292,50,1,0
"62",2020-10-15,192,24,1748,367,2,16
"63",2020-10-15,86,11,309,70,2,13
"64",2020-10-15,60,9,334,42,0,6
"65",2020-10-15,14,2,183,27,0,1
"66",2020-10-15,34,8,342,41,0,1
"67",2020-10-15,68,14,2937,713,0,2
"68",2020-10-15,31,3,3268,844,0,1
"69",2020-10-15,571,112,4172,787,6,41
"70",2020-10-15,17,1,317,78,0,0
"71",2020-10-15,94,9,907,224,0,2
"72",2020-10-15,54,1,545,99,0,3
"73",2020-10-15,55,5,501,88,0,2
"74",2020-10-15,46,5,1046,178,0,8
"75",2020-10-15,595,133,7692,1947,3,45
"76",2020-10-15,219,33,1089,216,1,19
"77",2020-10-15,183,53,3276,757,2,6
"78",2020-10-15,290,36,2941,590,6,12
"79",2020-10-15,5,1,85,25,0,1
"80",2020-10-15,72,14,828,248,1,4
"81",2020-10-15,66,12,186,29,1,5
"82",2020-10-15,31,9,90,13,2,4
"83",2020-10-15,77,14,1247,166,0,4
"84",2020-10-15,118,12,456,71,1,10
"85",2020-10-15,23,5,322,46,0,0
"86",2020-10-15,8,1,182,44,0,0
"87",2020-10-15,41,4,179,45,3,2
"88",2020-10-15,7,2,776,269,0,1
"89",2020-10-15,26,6,469,95,0,2
"90",2020-10-15,14,4,588,202,0,4
"91",2020-10-15,232,56,3269,666,0,15
"92",2020-10-15,433,85,5840,1187,3,32
"93",2020-10-15,452,79,5126,1106,4,62
"94",2020-10-15,406,69,5411,1314,3,24
"95",2020-10-15,203,32,3382,804,8,19
"971",2020-10-15,185,25,464,111,0,7
"972",2020-10-15,56,20,153,25,1,3
"973",2020-10-15,18,5,1760,65,0,2
"974",2020-10-15,47,11,439,24,0,4
"976",2020-10-15,9,3,466,29,0,0
"1",2020-10-16,52,7,543,119,2,5
"2",2020-10-16,70,10,1216,296,0,4
"4",2020-10-16,17,4,170,17,0,1
"5",2020-10-16,41,7,168,24,1,0
"6",2020-10-16,167,28,1250,231,0,5
"7",2020-10-16,40,7,480,121,0,3
"8",2020-10-16,16,5,248,65,0,0
"9",2020-10-16,18,7,47,3,0,0
"10",2020-10-16,27,2,693,140,1,0
"11",2020-10-16,16,4,269,64,0,2
"12",2020-10-16,34,3,187,31,1,1
"13",2020-10-16,632,143,5820,752,12,59
"14",2020-10-16,67,16,440,94,2,2
"15",2020-10-16,38,4,80,20,3,2
"16",2020-10-16,4,2,74,18,0,0
"17",2020-10-16,29,4,186,59,0,0
"18",2020-10-16,29,4,237,102,0,2
"19",2020-10-16,17,3,184,44,1,3
"21",2020-10-16,55,15,1030,267,0,3
"22",2020-10-16,18,2,266,43,0,1
"23",2020-10-16,8,4,94,16,0,0
"24",2020-10-16,20,1,120,14,0,1
"25",2020-10-16,25,7,674,154,0,1
"26",2020-10-16,77,13,600,139,1,2
"27",2020-10-16,83,7,352,101,0,4
"28",2020-10-16,48,9,669,151,1,7
"29",2020-10-16,33,3,241,48,0,1
"2A",2020-10-16,12,2,176,52,0,0
"2B",2020-10-16,23,4,138,16,0,1
"30",2020-10-16,113,30,517,120,1,7
"31",2020-10-16,160,42,1188,124,2,13
"32",2020-10-16,20,2,105,31,0,0
"33",2020-10-16,183,28,1429,227,5,13
"34",2020-10-16,179,47,1081,173,7,17
"35",2020-10-16,90,15,646,109,1,5
"36",2020-10-16,16,5,211,82,0,0
"37",2020-10-16,39,11,481,103,0,4
"38",2020-10-16,259,38,1072,196,2,11
"39",2020-10-16,31,1,346,61,0,0
"40",2020-10-16,43,5,106,19,0,3
"41",2020-10-16,17,0,373,71,0,0
"42",2020-10-16,320,47,1302,308,8,16
"43",2020-10-16,18,2,148,22,0,0
"44",2020-10-16,94,16,924,194,0,8
"45",2020-10-16,74,22,769,114,0,6
"46",2020-10-16,6,2,75,22,0,0
"47",2020-10-16,23,6,134,18,1,2
"48",2020-10-16,13,0,36,6,0,0
"49",2020-10-16,79,14,818,157,2,7
"50",2020-10-16,31,4,213,57,0,2
"51",2020-10-16,64,16,1149,288,0,0
"52",2020-10-16,23,2,285,95,0,0
"53",2020-10-16,15,2,278,49,0,2
"54",2020-10-16,64,11,1397,375,1,3
"55",2020-10-16,19,1,524,106,0,3
"56",2020-10-16,65,5,513,103,1,7
"57",2020-10-16,61,13,2750,877,0,4
"58",2020-10-16,13,3,124,29,0,2
"59",2020-10-16,622,106,3442,782,10,33
"60",2020-10-16,132,21,1364,445,3,3
"61",2020-10-16,23,4,292,50,0,0
"62",2020-10-16,207,24,1760,368,1,12
"63",2020-10-16,112,11,313,70,0,4
"64",2020-10-16,57,8,336,45,3,2
"65",2020-10-16,13,2,184,27,0,1
"66",2020-10-16,38,10,343,42,1,1
"67",2020-10-16,69,13,2941,713,0,4
"68",2020-10-16,36,6,3270,844,0,2
"69",2020-10-16,589,116,4202,797,10,30
"70",2020-10-16,24,1,317,79,1,0
"71",2020-10-16,95,9,913,227,3,6
"72",2020-10-16,54,2,547,100,1,2
"73",2020-10-16,64,5,502,88,0,1
"74",2020-10-16,57,6,1049,179,1,3
"75",2020-10-16,604,128,7726,1953,6,34
"76",2020-10-16,233,32,1101,218,2,12
"77",2020-10-16,187,51,3291,759,2,15
"78",2020-10-16,296,34,2958,592,2,17
"79",2020-10-16,5,1,86,26,1,1
"80",2020-10-16,77,15,829,249,1,1
"81",2020-10-16,69,12,189,30,1,3
"82",2020-10-16,32,9,93,13,0,3
"83",2020-10-16,85,17,1251,167,1,4
"84",2020-10-16,117,10,464,72,1,8
"85",2020-10-16,25,6,324,46,0,2
"86",2020-10-16,8,1,183,44,0,1
"87",2020-10-16,42,5,184,45,0,5
"88",2020-10-16,11,3,776,269,0,0
"89",2020-10-16,28,6,470,95,0,1
"90",2020-10-16,17,4,589,202,0,1
"91",2020-10-16,248,57,3272,667,1,3
"92",2020-10-16,434,83,5870,1188,1,30
"93",2020-10-16,467,77,5159,1111,5,33
"94",2020-10-16,437,74,5434,1315,1,23
"95",2020-10-16,204,33,3405,807,3,23
"971",2020-10-16,161,26,501,113,2,37
"972",2020-10-16,57,20,157,26,1,4
"973",2020-10-16,17,5,1761,65,0,1
"974",2020-10-16,44,10,443,24,0,4
"976",2020-10-16,9,3,466,29,0,0
"2",2020-10-17,65,10,1221,296,0,5
"3",2020-10-17,76,8,263,51,2,1
"4",2020-10-17,18,5,171,17,0,1
"5",2020-10-17,40,8,170,25,1,2
"6",2020-10-17,181,30,1255,231,0,5
"7",2020-10-17,41,8,480,121,0,0
"8",2020-10-17,15,4,250,66,1,2
"9",2020-10-17,20,8,47,3,0,0
"10",2020-10-17,28,2,693,140,0,0
"11",2020-10-17,17,4,270,64,0,1
"12",2020-10-17,31,3,190,34,3,3
"13",2020-10-17,655,149,5865,757,5,45
"14",2020-10-17,73,19,444,95,1,4
"15",2020-10-17,39,4,81,20,0,1
"16",2020-10-17,5,2,74,18,0,0
"17",2020-10-17,29,4,187,59,0,1
"18",2020-10-17,32,4,238,102,0,1
"19",2020-10-17,16,3,185,44,0,1
"21",2020-10-17,58,16,1034,267,0,4
"22",2020-10-17,18,2,269,43,0,3
"23",2020-10-17,13,3,94,17,1,0
"24",2020-10-17,21,1,121,14,0,1
"25",2020-10-17,23,7,676,154,0,2
"26",2020-10-17,87,11,602,140,1,2
"27",2020-10-17,91,7,352,101,0,0
"28",2020-10-17,46,11,672,151,0,3
"29",2020-10-17,37,6,244,48,0,3
"2A",2020-10-17,13,3,178,52,0,2
"2B",2020-10-17,26,5,139,16,0,1
"30",2020-10-17,114,29,520,122,2,3
"31",2020-10-17,167,47,1208,125,1,20
"32",2020-10-17,19,2,106,31,0,1
"33",2020-10-17,184,29,1433,230,3,4
"34",2020-10-17,175,50,1090,177,4,9
"35",2020-10-17,96,16,650,110,1,4
"36",2020-10-17,17,5,211,82,0,0
"37",2020-10-17,41,12,483,104,1,2
"38",2020-10-17,253,41,1092,202,6,20
"39",2020-10-17,35,2,350,61,0,4
"40",2020-10-17,46,4,106,19,0,0
"41",2020-10-17,17,0,373,72,1,0
"42",2020-10-17,337,48,1315,314,6,13
"43",2020-10-17,26,3,149,22,0,1
"44",2020-10-17,102,17,929,194,0,5
"45",2020-10-17,76,21,774,114,0,5
"46",2020-10-17,6,2,75,22,0,0
"47",2020-10-17,23,5,134,18,0,0
"48",2020-10-17,16,0,36,6,0,0
"49",2020-10-17,80,14,823,158,1,5
"50",2020-10-17,31,5,213,57,0,0
"51",2020-10-17,60,13,1156,292,4,7
"52",2020-10-17,25,2,286,95,0,1
"53",2020-10-17,15,2,280,49,0,2
"54",2020-10-17,67,6,1399,375,0,2
"55",2020-10-17,19,1,525,106,0,1
"56",2020-10-17,59,6,519,104,1,6
"57",2020-10-17,61,13,2753,877,0,3
"58",2020-10-17,12,3,125,29,0,1
"59",2020-10-17,631,119,3473,784,2,31
"60",2020-10-17,133,23,1368,445,0,4
"61",2020-10-17,20,4,292,50,0,0
"62",2020-10-17,212,29,1772,369,1,12
"63",2020-10-17,121,12,317,70,0,4
"64",2020-10-17,54,8,341,45,0,5
"65",2020-10-17,13,2,184,27,0,0
"66",2020-10-17,37,10,345,42,0,2
"67",2020-10-17,77,13,2946,713,0,5
"68",2020-10-17,36,5,3270,844,0,0
"69",2020-10-17,614,117,4234,807,10,32
"70",2020-10-17,23,1,318,79,0,1
"71",2020-10-17,97,9,917,228,1,4
"72",2020-10-17,57,3,552,100,0,5
"73",2020-10-17,81,10,504,88,0,2
"74",2020-10-17,62,6,1051,179,0,2
"75",2020-10-17,640,142,7754,1958,5,28
